,tweet,bias
12046,Had a great meeting with the House GOP last night at the Capitol. They applauded and laughed loudly when I mentioned my experience with Mark Sanford. I have never been a fan of his!,1
3482,"With just four days until the Nevada caucuses, there’s no time to waste. We need your help to make our final case to voters across the state. Every donation makes a big difference during this critical stretch.

Chip in to bring us across the finish line: https://t.co/9dgAOwWnZo",0
12280,"The meeting between President Putin and myself was a great success, except in the Fake News Media!",1
18421,Thank you Juliet!https://twitter.com/Julietknows1/status/1195173904635043841 …,1
4238,This didn't have to happen. The Trump Administration failed to take action and produce desperately needed protective equipment — and those on the front lines of this crisis paid the price. It's heartbreaking. https://t.co/7bOj3POJCT,0
3595,"My dad always said, “Champ, when you get knocked down, you get back up.” I’ve been knocked down a lot in my life, like so many Americans have, but always get back up. That’s the resiliency of the American people. Given half a fighting chance, there’s nothing we can’t do. https://t.co/e9nR5Rqn8u",0
9686,"""After 14 years, U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture.""http://www.thegazette.com/subject/news/business/agriculture/after-14-years-us-beef-hits-chinese-market-20170627 …",1
13360,"....His opponent, Jared Polis, is weak on crime and weak on borders – could never do the job. Get out and VOTE – Walker has my Complete and Total Endorsement!",1
8437,Clinton Aides: ‘Definitely’ Not Releasing Some HRC Emails:http://dailycaller.com/2016/11/03/clinton-aides-definitely-not-releasing-some-hrc-emails/#ixzz4P3fHzuxE …,1
7474,"Thank you Des Moines, Iowa! Governor @ Mike_Pence and I appreciate your support! # MAGA # TrumpTrainpic.twitter.com/gr6tGqqmcm",1
1311,"There is nothing more powerful that Congress can do to help women, strengthen families, and save lives than reauthorizing VAWA. Now.",0
6306,Why does the liberal media think Bill O'Reilly ( @ oreillyfactor) is a complete and total vulgarian? I don't think so!,1
762,"It’s time to sprint, then lean: Sign up to get out the vote this weekend. http://t.co/XbKfT2KO http://t.co/o8nheN2D",0
16184,"South Korea has agreed to pay substantially more money to the United States in order to defend itself from North Korea. Over the past many decades, the U.S. has been paid very little by South Korea, but last year, at the request of President Trump, South Korea paid $990,000,000..",1
5295,I can tell you few people know me as well as @BarackObama and @KamalaHarris do. https://t.co/LwkVSCglGS,0
1783,A Biden administration will help rural communities fully access federal resources and tackle persistent poverty in rural America.,0
8206,Hillary Clinton wants to create the most liberal Supreme Court in history # debate # DrainTheSwamppic.twitter.com/fKJBNXvluh,1
11921,"When will people start saying, “thank you, Mr. President, for firing James Comey?”",1
17547,"Can you believe that Shifty Adam Schiff, the biggest leaker in D.C., and a corrupt politician, is upset that we didn’t inform him before we raided and killed the #1 terrorist in the WORLD!? Wouldn’t be surprised if the Do Nothing Democrats Impeach me over that! DRAIN THE SWAMP!!",1
16877,"“ @ FoxNews bombshell information reports that the so-called Whistleblower did not have firsthand knowledge of that phone conversation with Ukraine’s President.” Wow! @ HARRISFAULKNER It is all a Democrat/Adam Schiff Scam! Doing this for 3 years now, and found NOTHING!",1
15038,"James Comey is a disgrace to the FBI & will go down as the worst Director in its long and once proud history. He brought the FBI down, almost all Republicans & Democrats thought he should be FIRED, but the FBI will regain greatness because of the great men & women who work there!",1
11107,"Thanks to the historic TAX CUTS that I signed into law, your paychecks are going way UP, your taxes are going way DOWN, and America is once again OPEN FOR BUSINESS!pic.twitter.com/GISFbDDGXX",1
15295,"I was not informed about anything having to do with the Navy Ship USS John S. McCain during my recent visit to Japan. Nevertheless, @ FLOTUS and I loved being with our great Military Men and Women - what a spectacular job they do!",1
10770,"Today, our entire nation pauses to REMEMBER PEARL HARBOR—and the brave warriors who on that day stood tall and fought for America. God Bless our HEROES who wear the uniform, and God Bless the United States of America. # PearlHarborRemembranceDaypic.twitter.com/qGhlsPlxtH",1
8479,Today we are going to win the great state of MICHIGAN and we are going to WIN back the White House! Thank you MI! https://www.facebook.com/DonaldTrump/videos/10158081600190725/ …pic.twitter.com/4tRB8VlJXT – bei Gerald R. Ford International Airport (GRR),1
9937,"The United States condemns the terror attack in Barcelona, Spain, and will do whatever is necessary to help. Be tough & strong, we love you!",1
14468,"“The Lisa Page (FBI) transcript also confirms earlier reporting that Page testified Russian Collusion was still unproven when Special Counsel Robert Mueller was appointed.” Catherine Herridge, @ FoxNews In other words they appointed someone when there was (and is) no crime. Bad!",1
14114,"Thank you to the Republican National Committee, (the RNC), who voted UNANIMOUSLY yesterday to support me in the upcoming 2020 Election. Considering that we have done more than any Administration in the first two years, this should be easy. More great things now in the works!",1
11199,". @ FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayers are with his children, grandchildren, great-grandchildren and all who worked closely with Reverend Graham in his lifelong ministry.http://45.wh.gov/LfXN7y",1
14467,“Double Standard - Former FBI lawyer (Lisa Page) admits being told to go easy on Clinton.” Very unfair! @ FoxNews,1
593,"If you heart Joe, say it here: http://t.co/E9hPs7lH http://t.co/ZKoib1Ks",0
5288,"As president, I’ll make record investments in American industry and create millions of good-paying, union jobs.

We’re going to make sure the future is made in America — and built by union workers. https://t.co/rt5RD9Fdi0",0
8420,""" @ PYNance: Evangelical women live at # trumptower @ pdpryor1 @ CissieGLynch @ SaysGabrielle pic.twitter.com/k5kGXPR2WA""",1
1953,"Mr. President, immigration isn’t the problem. White nationalism is the problem. America’s inaction on gun safety legislation is the problem.

It’s time to put the politics aside and pass universal background checks and an assault weapons ban. Lives depend on it. https://t.co/zGFDUZyihw",0
15554,S&P opens at Record High!,1
14546,Not a good situation!https://twitter.com/GitRDoneLarry/status/1107926999161421824 …,1
8263,Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to # DrainTheSwamp & # MAGA!pic.twitter.com/NjCm5W9o0x,1
6633,""" @ TrumpTrainRider: . @ realDonaldTrump Watching you on Fox with @ megynkelly now. Can't wait to hear what you two talked about.""",1
7774,"Join us today! Together, we will # MakeAmericaGreatAgain! http://bit.ly/2ctkuf7TeamTrump …pic.twitter.com/e3KQfBR2K8",1
3127,"Tomorrow marks our end-of-year fundraising deadline and we need your help to reach our goal. Our campaign relies on supporters like you giving $5, $10, $20 at a time.

Chip in to help us end the year on a strong note: https://t.co/66fN2OSJLE https://t.co/bfTcNfh9Bx",0
10854,So true!https://twitter.com/foxnews/status/943842164974542848 …,1
8594,The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!,1
1870,"We need to show the power of our grassroots movement. If you’re in the Detroit area, come together with #TeamJoe in your community outside of the second debate on July 30 and 31. RSVP at https://t.co/9dh6RvZ9bO.",0
3529,"It’s Caucus Day, Nevada! It’s time for the West to make its voice heard. Head to https://t.co/zMsC79ZH4k to confirm your caucus location and make a plan to be there by 11:00 AM PT. Let’s win this! https://t.co/9cvUjyriII",0
12775,"....Remember, NAFTA was one of the WORST Trade Deals ever made. The U.S. lost thousands of businesses and millions of jobs. We were far better off before NAFTA - should never have been signed. Even the Vat Tax was not accounted for. We make new deal or go back to pre-NAFTA!",1
10270,"So proud of @ FEMA, Military, and First Responders! Thank you!pic.twitter.com/kWVMqVelri",1
14505,"How is the Paris Environmental Accord working out for France? After 18 weeks of rioting by the Yellow Vest Protesters, I guess not so well! In the meantime, the United States has gone to the top of all lists on the Environment.",1
5645,".@CP3 and @StephenCurry30 know exactly what it means to finish strong down the stretch. We’re in the closing days of this campaign, and it’s time to finish this fight and cast our ballots. 

Don’t miss your shot: Register to vote today at https://t.co/eoxT07d7QB. https://t.co/Xek40JpcUc",0
9112,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN!pic.twitter.com/m5UR4vv6UH",1
11128,"Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election, and beyond. This Bill is a BIG VICTORY for our Military, but much waste in order to get Dem votes. Fortunately, DACA not included in this Bill, negotiations to start now!",1
6240,"Will be interviewed on @ SeanHannity on @ FoxNews from # Wisconsin tonight. My wife, Melania, will join me for the entire show.",1
10508,"I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!",1
1498,"Estamos enfrentando una emergencia climática y debemos tomar medidas drásticas ya. Por eso, hoy, estoy anunciando mi plan para una Revolución de Energía Limpia y Justicia Ambiental. https://t.co/QcC4JKSkvj",0
2553,"I’m relying on your support to power my campaign. Together, I know we can defeat Donald Trump and protect our democracy. Just $5 can make a difference. Chip in today: https://t.co/Onuzp7zq47 https://t.co/1HciZmllWD",0
16692,Vote today for Dan Bishop. Will be great for North Carolina and our Country!,1
7884,Hillary Clinton is the only candidate on stage who voted for the Iraq War. # Debates2016 # MAGA https://www.donaldjtrump.com/press-releases/hillary-clinton-is-the-only-candidate-on-stage-to-vote-for-iraq-war …,1
16674,"The Trump Administration has achieved more in the first 2 1/2 years of its existence than perhaps any administration in the history of our Country. We get ZERO media credit for what we have done, and are doing, but the people know, and that’s all that is important!",1
17177,"The lightweight mayor is hurting the great police and other wonderful supporters. 72,000 ticket requests already. Dump Frey and Omar! Make America Great Again!https://twitter.com/parscale/status/1181389560661577730 …",1
7465,"Great meeting all of you. This group knocked on 50K doors & counting here in Maine, thank you! @ MaineGOPhttps://twitter.com/garrettmason/status/761277330543239168 …",1
7357,"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair.",1
2736,Obamacare protects over 100 million Americans with pre-existing conditions — including Joe and Michelle’s son Matt. We cannot afford to tear it down and start over. We should protect and build on it. https://t.co/yX6jDCg8fG,0
5943,"This is our opportunity to leave the dark, angry politics of the past four years behind us.

It's time to come together and unite the country.

It all begins with your vote: https://t.co/eoxT07uII9 https://t.co/CcGiwABcbj",0
9019,Looking forward to the Florida rally tomorrow. Big crowd expected!,1
14851,"“A very exculpatory section of the Mueller Report: NO CONSPIRACY, COORDINATION or COLLUSION with the Trump Campaign and the Russians. You can’t be more clear than that!” @ GreggJarrettpic.twitter.com/bcFCtD0DRP",1
16618,"DACA will be going before the Supreme Court. It is a document that even President Obama didn’t feel he had the legal right to sign - he signed it anyway! Rest assured that if the SC does what all say it must, based on the law, a bipartisan deal will be made to the benefit of all!",1
13870,"An all concrete Wall was NEVER ABANDONED, as has been reported by the media. Some areas will be all concrete but the experts at Border Patrol prefer a Wall that is see through (thereby making it possible to see what is happening on both sides). Makes sense to me!",1
1943,"Donald Trump is echoing his authoritarian heroes, again—this time using China's anti-democracy talking points to describe the peaceful protests in Hong Kong as ""riots."" It's shameful.

When people suffering under oppression look to the U.S. for hope, Trump has nothing to offer.",0
8468,On my way!https://twitter.com/teamtrump/status/795705755005571072 …,1
4303,"Moments of crisis require swift and decisive action from our leaders, but Donald Trump and his administration have done nothing but dither and delay. They have failed the American people on every single front. https://t.co/Bl4104WqEG",0
1580,"America was founded on the ideals of equality, equity, &amp; fairness—but has failed to live up to that promise for all people. In 2019, the unemployment rate for black people is almost twice that of white people. Children born poor are twice as likely to stay poor if they’re black.",0
11346,Happy # StPatricksDaypic.twitter.com/4vVsW2smhB,1
30,"As the Senate nears a vote on the #BuffettRule, tweet your senators and ask them to support it: http://t.co/1ILd91FS",0
13767,"After historic victories against ISIS, it’s time to bring our great young people home!pic.twitter.com/xoNjFzQFTp",1
15924,"....Most importantly you have led Israel with a commitment to the values of democracy, freedom, and equal opportunity that both our nations cherish and share!",1
13792,"Even President Ronald Reagan tried for 8 years to build a Border Wall, or Fence, and was unable to do so. Others also have tried. We will get it done, one way or the other!",1
12670,I have authorized an emergency disaster declaration to provide Hawaii the necessary support ahead of # HurricaneLane. Our teams are closely coordinating with the state and local authorities. You are in our thoughts!http://www.foxnews.com/us/2018/08/23/fema-prepared-with-food-supplies-for-hawaii-ahead-hurricane-lane.html …,1
5653,"Why did Donald Trump tell Bob Woodward the truth about COVID-19, but not the American people?",0
8494,Today we express our deepest gratitude to all those who have served in our armed forces. # ThankAVetpic.twitter.com/wPk7QWpK8Z,1
2753,I led the successful fight in the 1980s to stop Jeff Sessions’ nomination for a federal judgeship. I hope the people of Alabama will stop him from rejoining the Senate next year.,0
4344,"In the middle of the worst public health crisis in our lifetime, President Trump is actively trying to terminate health insurance for millions of Americans. It's unthinkable.

Here's what I would do to ensure everyone has access to the coverage they need: https://t.co/7kvok6B6if",0
14535,pic.twitter.com/h2bZ1p3UlY,1
16456,"No bedbugs at Doral. The Radical Left Democrats, upon hearing that the perfectly located (for the next G-7) Doral National MIAMI was under consideration for the next G-7, spread that false and nasty rumor. Not nice!",1
15501,"Florida Governor Ron DeSantis just signed Bill banning Sanctuary Cities in State, & forcing all law enforcement agencies to cooperate with Federal Immigration authorities. Bill prohibits local Gov’t from enacting Sanctuary policies that protect undocumented immigrants... @ FoxNews",1
8345,"Thank you Tallahassee, Florida! A beautiful evening with the MOVEMENT! Get out & VOTE! # ICYMI- watch here: https://www.facebook.com/DonaldTrump/videos/10157973074675725/ …",1
12559,"Lou Dobbs: “This cannot go forward...this Special Counsel with all of his conflicts, with his 17 Angry Democrats, without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou, so true!",1
9206,"Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack.",1
5205,I believe there's not a single thing the American people can't accomplish if we do it together. We're going to overcome these crises and emerge stronger than before.,0
1166,I’m in Indianapolis with @southcity22 and we have a message for thousands of fraternity brothers and sorority sisters here at #AFLVCentral and all across the country: #ItsOnUs to end sexual assault on college campuses. https://t.co/U3acVBAVJ4,0
7254,"Our next Vice President of the United States of America, Gov. @ Mike_Pence! # GOPinCLE # GOPConvention # AmericaFirstpic.twitter.com/TZT3XcKp1c",1
17426,"I thought I was doing something very good for our Country by using Trump National Doral, in Miami, for hosting the G-7 Leaders. It is big, grand, on hundreds of acres, next to MIAMI INTERNATIONAL AIRPORT, has tremendous ballrooms & meeting rooms, and each delegation would have...",1
467,Dr. Biden on VP Biden: “He always says his proudest accomplishment was pushing for and passing the Violence Against Women Act.”,0
12842,"So true! “Mr. Trump remains the single most popular figure in the Republican Party, whose fealty has helped buoy candidates in competitive Republican primaries and remains a hot commodity among general election candidates.” Nicholas Fandos, @ nytimes",1
16515,"I am monitoring Hurricane Dorian and receiving frequent briefings and updates. It is important to heed the directions of your State and Local Officials. This is an extremely dangerous storm, please prepare and be safe! @ FEMA @ NWS @ NOAA @ Readygov @ FLSERThttps://twitter.com/GovRonDeSantis/status/1167606379097538563 …",1
14585,“A Catastrophic Media Failure”https://www.wsj.com/articles/a-catastrophic-media-failure-11553555444 …,1
1413,"Republicans in AL, FL, GA, and OH are ushering in laws that clearly violate Roe v Wade and they should be declared unconstitutional. Roe v Wade is settled law and should not be overturned. This choice should remain between a woman and her doctor.",0
8367,Crooked Hillary launched her political career by letting terrorists off the hook. # DrainTheSwamp http://freebeacon.com/politics/trump-ad-clinton-launched-political-career-pardoning-puerto-rican-terrorists/ …pic.twitter.com/vAsn25cdbK,1
14042,Will be leaving for Dover to be with the families of 4 very special people who lost their lives in service to our Country!,1
7237,"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! # GOPConvention",1
3266,"Our government should work for everyone — not just the powerful or super-wealthy. We need to:

- Eliminate all private dollars from federal elections
- End Citizens United and dark money groups
- Increase transparency and accountability",0
8234,"I will do more in the first 30 days in office than Hillary has done in the last 30 years! # Debate # BigLeagueTruthpic.twitter.com/tuNQePu8Vk – bei University of Nevada, Las Vegas",1
10037,"So much SPIRIT in LA! Thank you to all of our HEREOS who saved many lives. An honor to spend time w/ @ NationalGuard, # LEOs & the # CajunNavy!pic.twitter.com/7PEtSL6RKF",1
6292,""" @ jlopez05391: @ realDonaldTrump Rochester loves you! See you tomorrow! # MakeAmericaGreatAgain # Trump2016 # TrumpTrain"" A big crowd!",1
11161,"Melania and I met such incredible people last night in Broward County, Florida. Will never forget them, or the evening!",1
2491,Honored to be asked a question at tonight's #EqualityTownHall by my friend Judy Shepard. It was a privilege to work with her to secure the passage of legislation that extended our hate crimes laws to crimes based on sexual orientation and gender identity.,0
16453,"Just returned to Washington from France and the very successful G-7, only to find that the Fake News is still trying to perpetuate the phony story that I wanted to use Nuclear weapons to blow up hurricanes before they reach shore. This is so ridiculous, never happened!",1
8288,The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!,1
3024,"Tom Joyner is like no other. @TJMShow and his presence in the community were legendary, and his work on HBCUs will make a difference for generations. Tom made millions smile and touched many lives — on and off-air. ""The Fly Jock"" is an undisputed legend. https://t.co/xy0sbmQCpq",0
15824,"""EXPOSING THE REAL 2016 ELECTION SCANDAL!""pic.twitter.com/WUNOSKZC6T",1
16072,Looking forward to my meeting at 2:00 P.M. with wonderful Inner City Pastors!,1
1791,"These members of Congress — children of immigrants, just like so many of us — are an example of exactly what makes America great.",0
8157,We have all got to come together and win this election. We can't have four more years of Obama (or worse!).,1
7801,""" @ jimmyfallon: Tonight: @ realDonaldTrump, @ normmacdonald, a performance by Kiiara,and your funniest # MyTeacherIsWeird tweets. # FallonTonight",1
8756,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",1
16459,100% Confirmed!https://twitter.com/Mike_Pence/status/1166134524952096779 …,1
14874,Thanks Rush! @ FoxNewspic.twitter.com/x8XogwA8VX,1
9502,"Just got back from Wisconsin. Great day, great people!",1
5455,"I've spent my career working to end violence against women and will fight to end the epidemic of missing and murdered indigenous women. I applaud Congress for passing Savanna's Act this week.

Now, the Senate and President Trump need to reauthorize VAWA. It's long overdue. https://t.co/Xru7YzAUBD",0
8037,""" @ maidaa17: @ realDonaldTrump GOP traitors! Not supporting U is voting for her, destroying America.",1
13942,I am pleased to inform you that I will Address the Nation on the Humanitarian and National Security crisis on our Southern Border. Tuesday night at 9:00 P.M. Eastern.,1
6215,"I will be in Wisconsin until the election. Jobs, trade and immigration will be big factors. I will bring jobs back home - make great deals!",1
331,"VP: “We've strengthened Medicare to extend its life by 8 years, made reforms that have saved seniors hundreds on their prescription drugs.”",0
17369,Do you think they like me?pic.twitter.com/TDmUnJ8HtF,1
12587,"Turkey has taken advantage of the United States for many years. They are now holding our wonderful Christian Pastor, who I must now ask to represent our Country as a great patriot hostage. We will pay nothing for the release of an innocent man, but we are cutting back on Turkey!",1
5479,"Here's the deal: Until we deal with COVID-19, we'll never get our economy fully back on track, get our kids safely back to school, or get our lives back.

It's why as president, I won't waste a day getting this virus under control. https://t.co/xjxsDmKPe3",0
8664,""" @ Franklin_Graham: Congratulations to President-elect @ realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!",1
10081,It was a great honor to welcome Prime Minister Najib Abdul Razak of Malaysia and his distinguished delegation to the @ WhiteHouse today!pic.twitter.com/3pWrBOh8dG,1
5522,"Enough with the racist dog whistles, Donald. You wouldn’t know a suburb unless you took a wrong turn. https://t.co/jodPtc0YDE",0
12962,"Financial and jobs numbers are fantastic. There are plenty of new, high paying jobs available in our great and very vibrant economy. If you are not happy where you are, start looking - but also remember, our economy is only getting better. Vote in Midterms!",1
5541,"On behalf of Jill and our entire family, I want to wish the Korean-American community a happy Chuseok. May your celebrations be filled with laughter, joy, and plenty of good food. 행복한 한가위 보내세요!",0
10672,MAKE AMERICA GREAT AGAIN!,1
17332,"....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good with me, whether it is Russia, China, or Napoleon Bonaparte. I hope they all do great, we are 7,000 miles away!",1
6821,"""@free_SA_BD: @ realDonaldTrump A vote for Trump is a vote to restore our great country.""",1
10422,"...9 months than this Administration. Over 50 Legislation approvals, massive regulation cuts, energy freedom, pipelines, border security....",1
9545,Thank you Kirkwood Community College. Heading to the U.S. Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAIN RALLY!pic.twitter.com/J0elAr2aKJ,1
14646,"In 1998, Rep.Jerry Nadler strongly opposed the release of the Starr Report on Bill Clinton. No information whatsoever would or could be legally released. But with the NO COLLUSION Mueller Report, which the Dems hate, he wants it all. NOTHING WILL EVER SATISFY THEM! @ foxandfriends",1
7885,Hillary Clinton failed all over the world. LIBYA SYRIA IRAN IRAQ ASIA PIVOT RUSSIAN RESET BENGHAZI # DebateNightpic.twitter.com/e70AtE6lNR – bei Hofstra University,1
14788,"A must read, Andy McCarthy’s column today, “Dirty dealings of dirt devils who concocted Trump-Russia probe.” The greatest Scam in political history. If the Mainstream Media were honest, which they are not, this story would be bigger and more important than Watergate. Someday!",1
13851,"This isn’t about the Wall, everybody knows that a Wall will work perfectly (In Israel the Wall works 99.9%). This is only about the Dems not letting Donald Trump & the Republicans have a win. They may have the 10 Senate votes, but we have the issue, Border Security. 2020!",1
6348,"Thank you for today's endorsement, New York Veteran Police Association! # NewYorkValues https://www.facebook.com/DonaldTrump/posts/10156940562995725:0 …pic.twitter.com/ZQHmkBDUnA",1
6543,Will be interviewed by @ MariaBartiromo on @ FoxBizAlert at 7:30 A.M. Enjoy!,1
1877,The Affordable Care Act changed the life of @DrBiden’s sister — like it did millions of Americans — by giving her access to the health care she needed. We can’t afford to start over. https://t.co/ixdpu8bQGv,0
7109,"Just watched @ meetthepress and how totally biased against me Chuck Todd, and the entire show, is against me.The good news-the people get it!",1
1485,"Happy birthday to the love of my life and the life of my love, @DrBiden. Jilly, I love you. https://t.co/WFwlUCuowv",0
18515,"After years of rebuilding OTHER nations, we are finally rebuilding OUR nation. We are finally putting AMERICA FIRST! # KAG2020pic.twitter.com/azKL54A6BU",1
4761,We can’t just build things back to the way they were — we’ve got to build America back better. Tune in as I deliver remarks on how we're going to invest in infrastructure and clean energy and create millions of jobs in the process: https://t.co/c3kocZapIH,0
17019,"So if the so-called “Whistleblower” has all second hand information, and almost everything he has said about my “perfect” call with the Ukrainian President is wrong (much to the embarrassment of Pelosi & Schiff), why aren’t we entitled to interview & learn everything about....",1
18110,"....Biden on the board of the largest natural gas company in Ukraine, getting paid $83,000 a month, 10 times as much as a board member of @ exxonmobil.” Thank you Ted. He also made a fortune from China and others, but zero before his father became V.P. @ MeetThePress",1
15423,"Despite the Phony Witch Hunt, we will continue to MAKE AMERICA GREAT AGAIN! Thank you!!pic.twitter.com/MXuiolM745",1
8087,It is so nice that the shackles have been taken off me and I can now fight for America the way I want to.,1
18173,Very dishonest pols!https://twitter.com/realDonaldTrump/status/1204417416446373889 …,1
10282,Why Isn't the Senate Intel Committee looking into the Fake News Networks in OUR country to see why so much of our news is just made up-FAKE!,1
9324,...allegations of unmasking Trump transition officials. Not good!,1
3809,I'm about to address tonight's election results from Delaware. Tune in to watch live: https://t.co/zNUoV08KVa,0
18203,HAPPY BIRTHDAY! # Guard383pic.twitter.com/iMnczcCHgN,1
10455,"Ed Gillespie will turn the really bad Virginia economy #'s around, and fast. Strong on crime, he might even save our great statues/heritage!",1
418,Pitch in $5 to the President and Vice President who are working to strengthen the middle class every day: http://t.co/fa8OPwYu,0
15623,". @ NBCNews and @ MSNBC should be ashamed of themselves for having such a horrible technical breakdown in the middle of the debate. Truly unprofessional and only worthy of a FAKE NEWS Organization, which they are!",1
7876,. @ HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. # TPP # Debates2016,1
857,The Vice President chats about the plan to #RebuildAmerica: https://t.co/RlPwx67FN8 http://t.co/GxjTjPNfcG,0
6057,Watching @ loudobbsnews- fantastic show! Has very interesting take on Paul Ryan.,1
8386,"Great day in Colorado & Arizona. Will be in Nevada, Colorado and New Mexico tomorrow - join me! Tickets: https://www.donaldjtrump.com/schedule pic.twitter.com/IAuoAchEvy",1
524,VP: “We do not think it creates a culture of dependency when a 79-year-old widow living alone has access to Medicare and Social Security.”,0
17506,"I appreciate the support of Senator @ LindseyGraham, @ SenateMajLdr Mitch McConnell, and their Great Senate Republican colleagues, on the resolution condemning the Do Nothing Democrats for their Witch Hunt Impeachment inquiry, behind closed doors....",1
10066,"Hurricane Irma is of epic proportion, perhaps bigger than we have ever seen. Be safe and get out of its way,if possible. Federal G is ready!",1
308,The Vice President is visiting North Carolina and Virginia this week. Follow @OFA_NC and @OFA_VA for the latest.,0
15112,"....This money will come from the massive Tariffs being paid to the United States for allowing China, and others, to do business with us. The Farmers have been “forgotten” for many years. Their time is now!",1
2446,Elena @De11eDonne is the pride of Delaware. Wishing her well as she recovers — we need more professional athletes like her sharing their support for inclusive sports. I'm looking forward to seeing her back on the court soon.,0
16193,"Watching Sleepy Joe Biden making a speech. Sooo Boring! The LameStream Media will die in the ratings and clicks with this guy. It will be over for them, not to mention the fact that our Country will do poorly with him. It will be one big crash, but at least China will be happy!",1
11997,“Why in the world didn’t Barack Obama fire this guy (Comey)?” asks Mark Levin!,1
12201,"A vote for Democrats in November is a vote to let MS-13 run wild in our communities, to let drugs pour into our cities, and to take jobs and benefits away from hardworking Americans. Democrats want anarchy, amnesty and chaos - Republicans want LAW, ORDER and JUSTICE!",1
3283,"The next president will face the enormous task of picking up the pieces left by President Trump. They will have to salvage our reputation, rebuild confidence in our leadership, and mobilize the world to meet new challenges. There will be no time to lose. https://t.co/oizwBqMFNL",0
2337,We're going to beat Donald Trump. Like a drum. Join us: https://t.co/w4ZGEZeA0y https://t.co/sBGYPZR4Uc,0
17132,pic.twitter.com/uElgSLSoJ8,1
9053,THANK YOU!,1
14421,“This is as good a time as I can remember to be an American Worker. We have the strongest economy in the world.” Stuart Varney @ foxandfriends So true!,1
16958,KEEP AMERICA GREAT!,1
6376,Had a meeting with the terrific @ GovPenceIN of Indiana. So excited to campaign in his wonderful state!pic.twitter.com/73uCyV6ql4,1
1352,"Iowa, I'm headed to town this week! Let me know you'll join us by RSVPing at https://t.co/NdJwunC2kP https://t.co/8i6GPQKV6x",0
8,"Favorite Joe photos, volume 1: http://t.co/Xt0pSrGc",0
18012,And the Do Nothing Democrats want to impeach President Trump?https://twitter.com/thehill/status/1200892525931909120 …,1
7976,""" @ bigdog_joey: @ realDonaldTrump @ timkaine is so angry. Our @ mike_pence looks great. kaine can't defend all those lies # makeamericagreatagain",1
8685,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!",1
18346,Broke all time Stock Market Record again today. 135 times since my 2016 Election Win. Thank you!,1
3858,"President Trump and Mitch McConnell are trying to put a corporate bailout ahead of families. It's simply wrong. We need to be focused on helping hardworking Americans, communities, and small businesses — not handing big corporations a blank check. https://t.co/tMBZm26h3y",0
10457,Do not underestimate the UNITY within the Republican Party!,1
17832,https://twitter.com/realDonaldTrump/status/1195379578358960128 …pic.twitter.com/shaijXMXli,1
3197,"When we said to give us your tired, poor, and huddled masses, we absolutely did not mean ""unless they are fleeing violence."" https://t.co/OeIWRpPC8I",0
10463,"Congratulations to @ SpeakerRyan, @ GOPLeader, @ SteveScalise and to the Republican Party on Budget passage yesterday. Now for biggest Tax Cuts",1
4686,"It’s abundantly clear that this virus isn’t going to just “fade away,” Mr. President. It’s time for you to step up, take action, and lead. https://t.co/8UlIAKzv1q",0
9721,I am at the @ USGA # USWomensOpen. An amateur player is co-leading for the first time in many decades - very exciting!,1
7572,"Thank you to everyone for all of the nice comments, by Twitter, pundits and otherwise for my speech last night.",1
6462,Trump locks down Delaware GOP delegates. # Trump2016 # MAGAhttp://www.delawareonline.com/story/news/politics/2016/04/30/trump-locks-down-state-gop-convention/83712702/?from=global&sessionKey=&autologin= …,1
4687,"It didn't have to be this bad. But month after month, as other leaders in other countries took the necessary steps to get the virus under control, Donald Trump failed us.

Here's what I'll do as president: https://t.co/xsCrfzWnxC",0
5141,President Obama and I established a White House office to prepare our nation for future pandemics. Donald Trump eliminated it — and we've been paying the price every single day.,0
3116,"I want to clarify something I said yesterday. In my 40 years in public life, I have always complied with a lawful order and in my eight years as VP, my office — unlike Donald Trump and Mike Pence — cooperated with legitimate congressional oversight requests.",0
10193,Tremendous backlash against the NFL and its players for disrespect of our Country. # StandForOurAnthem,1
